,sphere1,sphere2,sphere3,sphere4,sphere5,sphere6,ackley1,ackley2,ackley3,ackley4,ackley5,ackley6,rastrigin1,rastrigin2,rastrigin3,rastrigin4,rastrigin5,rastrigin6
0,17.517675357510168,17.543273277285206,17.97006341726642,17.013325385050084,16.935637635994148,17.831700560792175,20.25407362736932,20.014504175097336,20.391890677768234,20.221696606430097,20.09018332863042,20.084389715595684,37.288909923786726,36.77915704946404,37.251800240010326,36.62907845583121,35.77151356885674,38.18434966949674
1,10.283246885155416,10.054927756732303,9.859321390538495,11.076084497400297,9.291870047875019,9.945994720705407,19.875273753841622,19.736338104049047,20.204274179596844,20.043126402411687,19.598023762874803,19.34525158257417,29.864315423899512,29.235587628111904,30.29091233742313,32.58111932316901,29.229194119848767,35.63749492143816
2,4.417556882873043,4.556296878225419,4.566972255852824,6.5093831983490045,3.7824217371543463,7.570384005628047,19.498383631478042,19.18299567778211,19.759740491917636,19.78111475828044,18.577069823142537,18.918109300895036,23.718847874206475,20.825451179230225,21.891090869393047,29.219563544961158,20.418795005348983,33.98884723518432
3,2.3318117248834067,2.429293331980989,1.8391321483445893,3.0694653592823604,1.5472393720925028,6.654443329177283,18.818356320466943,18.232052310098176,19.230611946270574,19.406324265135964,17.243888791270052,19.097433572543714,18.508349886129118,14.487970443864532,15.053380285269318,24.557166985379947,13.362767328809454,29.268215806254773
4,1.627815279154552,1.3653546415016442,1.106256434101305,1.8265406086067302,1.0281426306157475,4.1935019916905985,17.793986580695805,17.120291417293977,18.29419354720254,19.043676867804695,15.605218544641119,18.91790827058218,16.539421477952963,10.462638259251529,12.040117074443199,20.345300998674272,9.316987660930952,26.400334786918627
5,1.3304197656490022,1.116144051062903,0.7661834033462224,1.5895289796884844,0.7742252297400022,3.3407166313020715,16.954213503733992,15.946300640551845,17.536542552602747,18.827658192163945,14.562663496617802,17.972277594028277,15.016345724895473,7.744152903766505,9.826311835006305,15.908835912941006,7.63008489140461,23.668650848381947
6,1.121334740418692,0.8881416765478918,0.5901516977340832,1.3500222335115417,0.6957468595035625,2.856565498873967,15.786413979494094,15.192276766694189,16.497975944965923,18.276329931213564,13.033129290412138,18.133898382740277,13.523230265649222,6.311977827973393,7.9314165994299355,13.855911810059942,6.4449622854900355,21.18995010704604
7,1.0189490419471814,0.7904155462173689,0.5369635914791969,1.1295139106990146,0.6332923566104618,2.6090083896731864,15.188171392330835,13.864861476966862,15.170287405348432,17.44302523852624,11.857695346896982,17.88542823611862,12.74067325803504,5.080625571631034,7.033950446656471,11.070632519033847,6.011209521554102,17.533841642554705
8,0.9773888773064636,0.7178087885009771,0.4951800014285815,0.8445859243657015,0.5770485752831,2.5560168391707063,14.728425960745744,12.645957987521744,13.861657212279919,17.006927735472665,10.814937514568324,17.828427636637066,12.50614151495238,4.235803499236232,6.1534798351440765,9.604305002911023,5.565907318588397,16.684295450542002
9,0.8734030060670042,0.6234013231219888,0.43624362518912,0.7237492210185862,0.5430489435328923,2.506325777459465,14.55929128003324,11.806655677636934,12.65340868759533,16.78074609208938,10.097930204451917,17.90588427463796,11.88426851831051,4.1607765229088995,5.647928867943313,7.9280580181919404,5.4648014282421,15.617226340875646
